order_item_id,order_id,product_id,quantity
1095,50428,108,1
1096,50428,119,1
1097,50429,119,1
1098,50429,107,3
1099,50430,119,3
1100,50430,111,1
1101,50431,101,2
1102,50431,114,4
1103,50432,105,2
1104,50432,104,1
1105,50432,101,2
1106,50433,108,2
1107,50433,112,1
1108,50434,106,3
1109,50434,116,1
1110,50434,106,1
1111,50435,107,2
1112,50435,103,1
1113,50436,114,1
1114,50436,102,2
1115,50437,117,1
1116,50438,102,2
1117,50438,117,2
1118,50438,102,1
1119,50438,115,1
1120,50439,117,3
1121,50440,119,4
1122,50440,118,1
1123,50441,115,1
1124,50441,111,2
1125,50442,112,1
1126,50442,113,2
1127,50442,117,2
1128,50442,106,1
1129,50443,106,3
1130,50443,106,2
1131,50444,106,1
1132,50444,105,4
1133,50444,101,2
1134,50445,120,3
1135,50446,120,2
1136,50447,102,1
1137,50447,102,2
1138,50448,111,4
1139,50448,102,1
1140,50448,106,1
1141,50449,115,2
1142,50449,112,4
1143,50450,114,3
1144,50451,117,1
1145,50451,107,2
1146,50451,120,1
1147,50452,114,2
1148,50452,111,1
1149,50452,119,5
1150,50453,116,3
1151,50453,120,1
1152,50453,110,4
1153,50453,101,1
1154,50454,114,1
1155,50454,112,2
1156,50454,107,1
1157,50454,107,2
1158,50455,104,2
1159,50456,107,1
1160,50456,111,4
1161,50457,115,3
1162,50457,118,3
1163,50458,119,2
1164,50458,111,2
1165,50458,101,1
1166,50459,109,3
1167,50459,111,5
1168,50460,110,2
1169,50461,112,1
1170,50461,110,1
1171,50462,115,1
1172,50463,111,1
1173,50463,104,3
1174,50463,117,2
1175,50464,101,1
1176,50465,104,1
1177,50466,111,1
1178,50466,110,1
1179,50467,104,1
1180,50467,120,2
1181,50467,104,1
1182,50468,119,1
1183,50468,103,1
1184,50468,111,1
1185,50469,102,1
1186,50469,113,1
1187,50469,120,3
1188,50469,115,2
1189,50470,115,2
1190,50471,115,1
1191,50471,108,1
1192,50471,120,1
1193,50472,115,1
1194,50472,103,1
1195,50472,112,1
1196,50473,113,3
1197,50474,113,2
1198,50474,108,2
1199,50474,118,1
1200,50474,116,1
1201,50475,119,2
1202,50475,118,2
1203,50475,106,2
1204,50475,103,2
1205,50476,118,1
1206,50476,115,1
1207,50476,113,1
1208,50477,102,1
1209,50477,105,3
1210,50477,101,2
1211,50477,105,1
1212,50478,110,2
1213,50478,110,3
1214,50478,114,2
1215,50479,105,3
1216,50479,102,1
1217,50479,118,4
1218,50479,101,2
1219,50480,111,2
1220,50480,113,1
1221,50480,118,1
1222,50480,106,1
1223,50481,110,5
1224,50481,105,1
1225,50482,105,1
1226,50482,114,3
1227,50482,120,4
1228,50482,120,1
1229,50483,114,2
1230,50483,119,1
1231,50484,102,4
1232,50484,119,1
1233,50484,112,1
1234,50485,115,1
1235,50485,117,3
1236,50485,103,1
1237,50486,120,1
1238,50486,111,1
1239,50486,101,1
1240,50487,110,1
1241,50487,120,2
1242,50487,119,1
1243,50488,120,1
1244,50488,116,1
1245,50488,117,1
1246,50489,104,2
1247,50490,108,1
1248,50490,117,3
1249,50490,111,5
1250,50491,113,1
1251,50491,115,2
1252,50491,106,1
1253,50491,112,1
1254,50492,110,1
1255,50492,118,1
1256,50492,113,1
1257,50492,105,1
1258,50493,117,2
1259,50493,102,1
1260,50493,118,2
1261,50494,104,1
1262,50494,119,1
1263,50494,108,2
1264,50495,111,1
1265,50495,101,3
1266,50496,110,1
1267,50496,102,1
1268,50497,104,1
1269,50498,104,2
1270,50498,109,1
1271,50499,111,1
1272,50499,103,1
1273,50499,102,1
1274,50499,111,5
1275,50500,120,1
1276,50500,116,1
1277,50501,109,1
1278,50501,103,1
1279,50501,109,2
1280,50501,101,3
1281,50502,105,2
1282,50502,113,2
1283,50502,117,2
1284,50503,118,1
1285,50504,111,2
1286,50504,113,1
1287,50504,103,1
1288,50505,106,2
1289,50505,113,2
1290,50506,103,3
1291,50506,115,2
1292,50506,105,1
1293,50506,101,2
1294,50507,116,1
1295,50507,115,4
1296,50507,101,1
1297,50508,118,1
1298,50508,119,1
1299,50508,103,1
1300,50508,105,1
1301,50509,101,1
1302,50509,102,3
1303,50510,104,1
1304,50511,111,1
1305,50511,119,1
1306,50511,111,3
1307,50511,107,2
1308,50512,106,2
1309,50512,118,1
1310,50512,108,4
1311,50512,102,1
1312,50513,101,1
1313,50514,105,1
1314,50514,109,1
1315,50514,114,1
1316,50514,106,2
1317,50515,112,1
1318,50515,118,1
1319,50515,104,5
1320,50516,115,2
1321,50516,107,1
1322,50517,116,1
1323,50517,102,1
1324,50517,112,1
1325,50517,114,1
1326,50518,118,1
1327,50519,119,2
1328,50519,114,1
1329,50519,111,1
1330,50519,104,1
1331,50520,103,1
1332,50520,116,1
1333,50521,105,1
1334,50521,107,2
1335,50521,109,1
1336,50522,115,1
1337,50522,111,1
1338,50522,110,2
1339,50522,120,3
1340,50523,107,2
1341,50523,115,1
1342,50523,114,2
1343,50523,108,1
1344,50524,114,5
1345,50525,116,3
1346,50525,104,1
1347,50525,108,1
1348,50525,101,2
1349,50526,101,1
1350,50527,115,1
1351,50528,101,3
1352,50528,103,1
1353,50528,111,1
1354,50528,110,1
1355,50529,120,3
1356,50530,104,1
1357,50531,118,2
1358,50532,119,3
1359,50532,107,2
1360,50532,108,1
1361,50532,109,1
1362,50533,116,2
1363,50534,107,3
1364,50535,104,1
1365,50536,110,1
1366,50537,110,1
1367,50538,114,2
1368,50538,111,1
1369,50538,117,3
1370,50539,109,1
1371,50539,112,4
1372,50540,120,4
1373,50540,118,1
1374,50541,108,1
1375,50541,111,2
1376,50542,112,1
1377,50542,115,1
1378,50542,106,1
1379,50543,111,1
1380,50543,118,4
1381,50543,111,2
1382,50543,110,1
1383,50544,119,2
1384,50544,115,1
1385,50545,110,1
1386,50546,119,1
1387,50546,109,1
1388,50547,107,1
1389,50547,120,2
1390,50547,102,3
1391,50547,112,1
1392,50548,112,1
1393,50548,115,3
1394,50548,103,1
1395,50549,114,1
1396,50549,119,2
1397,50549,105,1
1398,50549,116,5
1399,50550,103,1
1400,50550,109,1
1401,50550,118,1
1402,50550,119,2
1403,50551,110,3
1404,50552,105,1
1405,50553,114,1
1406,50553,108,1
1407,50553,109,1
1408,50554,116,4
1409,50554,104,1
1410,50554,119,1
1411,50555,112,1
1412,50555,109,1
1413,50556,117,1
1414,50557,111,3
1415,50557,110,1
1416,50557,112,1
1417,50558,116,1
1418,50558,106,1
1419,50558,105,1
1420,50559,114,1
1421,50560,112,1
1422,50560,115,3
1423,50560,120,1
1424,50561,105,3
1425,50561,105,2
1426,50562,103,1
1427,50563,116,1
1428,50564,120,1
1429,50565,119,1
1430,50565,106,3
1431,50565,120,1
1432,50566,107,4
1433,50566,106,3
1434,50567,112,2
1435,50567,106,1
1436,50567,104,1
1437,50567,112,5
1438,50568,104,1
1439,50568,117,1
1440,50568,112,2
1441,50569,115,2
1442,50569,110,2
1443,50569,115,1
1444,50570,112,1
1445,50570,116,2
1446,50570,113,1
1447,50570,103,1
1448,50571,103,1
1449,50571,107,1
1450,50572,109,2
1451,50572,119,2
1452,50572,113,1
1453,50572,120,4
1454,50573,116,1
1455,50573,105,1
1456,50573,102,3
1457,50574,110,2
1458,50574,104,2
1459,50575,116,1
1460,50575,109,1
1461,50575,118,1
1462,50576,111,3
1463,50576,115,1
1464,50576,102,1
1465,50576,110,3
1466,50577,119,2
1467,50578,117,1
1468,50578,109,1
1469,50579,101,2
1470,50580,113,1
1471,50580,112,5
1472,50580,114,1
1473,50581,110,1
1474,50582,119,1
1475,50582,114,1
1476,50582,116,2
1477,50582,111,1
1478,50583,111,1
1479,50583,111,1
1480,50584,118,1
1481,50585,119,1
1482,50586,112,2
1483,50586,110,1
1484,50587,120,1
1485,50587,118,1
1486,50587,101,2
1487,50588,109,4
1488,50588,118,3
1489,50588,114,4
1490,50588,102,1
1491,50589,114,1
1492,50589,103,2
1493,50589,114,1
1494,50590,104,1
1495,50590,101,1
1496,50591,107,1
